"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","EGFRCL","CL","V1","V2","Q","KD","N","ETA(1)","ETA(2)","EPS(1)","seEGFRCL","seCL","seV1","seV2","seQ","seKD","seN","seETA(1)","seETA(2)","seEPS(1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
924,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,496.54,0,-7427.5133923702533,1.47867,8.73443,65.1655,40.9136,18.5078,0.0425534,0.866644,0.08925,0.263729,0.0433293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,593.55,0,-7287.1469845672809,1.46679,7.38005,52.2442,47.3232,22.1358,0.0439613,0.862954,0.072323,0.294248,0.0465052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,889.41,0,-7527.8175752316411,1.67998,9.3411,57.6969,47.4011,22.2174,0.0383516,0.836732,0.0736949,0.262396,0.0481634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,939.09,0,-6893.9758912637726,1.54248,7.66891,50.7653,42.9727,19.3511,0.0460378,0.86423,0.140655,0.318171,0.0423485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,1021.57,0,-7384.8978195986310,1.41853,8.95802,60.3397,43.1377,19.5581,0.0403829,0.826591,0.0913456,0.273262,0.0430109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,318.76,0,-7361.6849635069211,1.63315,8.13052,54.1201,43.1287,21.0956,0.0418405,0.824938,0.106529,0.348134,0.0471781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,652.35,0,-7430.7819476457180,1.64352,7.8704,54.0027,40.3536,18.128,0.0333904,0.744375,0.103195,0.350995,0.0513686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,843.92,0,-7861.1143040081051,1.61806,8.82827,60.5502,39.3464,20.0687,0.0501728,0.933021,0.0545625,0.192603,0.0400232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,615.12,0,-7163.8004372163450,1.68405,8.03006,46.9261,43.5771,22.5683,0.0486926,0.882924,0.0731449,0.17061,0.0407958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,668.17,0,-7327.6679875917671,1.5091,7.42817,47.7724,46.2588,21.4388,0.0536576,0.932752,0.124749,0.342371,0.0413474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,414.65,0,-7263.6520376068165,1.47103,8.22622,54.2343,42.648,20.8318,0.0530473,0.95724,0.0805637,0.237037,0.0429876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,677.84,0,-7436.2545501143550,1.40658,9.68447,66.3469,42.8709,20.6552,0.0371708,0.817244,0.0438173,0.212991,0.0561001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,462.06,0,-7627.4370836180524,1.53034,8.94164,59.3169,38.8477,17.8387,0.0442085,0.87017,0.0403085,0.147461,0.0410618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,837.09,0,-7838.2211710231431,1.51565,8.94923,60.8896,42.8567,21.6088,0.041325,0.84593,0.0724446,0.191495,0.0426052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,1,1,0,0,0,0,0,1,0,0,0,0,2.3,NA,FOCE_I,NA,511.29,0,-7383.4260910464573,1.70402,8.75058,66.9526,43.9125,20.029,0.0309676,0.765538,0.124126,0.318758,0.0508069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,648.41,0,-7624.6596193347423,1.56022,8.06363,51.0314,47.8557,22.3382,0.0494364,0.933367,0.0851253,0.212264,0.041741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,1,1,0,1,0,0,0,0,0,0,1,0,3.7,NA,FOCE_I,NA,810.77,0,-7200.2317028351326,1.58008,7.78326,59.9532,44.8666,20.7707,0.0418325,0.873177,0.120477,0.209043,0.0384159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,287.77,0,-7881.2462464377841,1.71566,8.80533,61.5551,47.0403,20.7873,0.0353376,0.77424,0.129502,0.294068,0.0458901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,1101.64,0,-7333.5810531908155,1.59413,7.96206,55.2318,48.1787,22.2228,0.0414824,0.850849,0.118917,0.303852,0.0477536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,356.72,0,-6965.7650258653402,1.56362,8.71834,61.8362,46.474,22.6455,0.0350075,0.822851,0.120824,0.290962,0.0403965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,1,1,0,1,0,0,0,0,0,0,2,0,3.1,NA,FOCE_I,NA,1090.5,0,-7293.1961905301159,1.33846,8.78855,66.5415,47.3039,22.5049,0.034142,0.80491,0.0738109,0.241351,0.0467075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,285.33,0,-7350.0352339323927,1.61097,8.84349,58.6534,47.6925,21.0179,0.0356759,0.782023,0.100717,0.234393,0.0580709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,498.33,0,-7221.2239962297690,1.54415,8.98378,57.2366,39.7788,18.7221,0.0390588,0.828318,0.0686656,0.182219,0.0443469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,495.62,0,-7739.7317423934592,1.39839,8.68346,58.9141,42.0392,20.1307,0.0403644,0.832048,0.0788536,0.187831,0.0409499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,484.96,0,-7478.7910040488196,1.4823,8.49811,60.121,47.854,22.036,0.036945,0.825148,0.0704654,0.240318,0.0505036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,278.18,0,-7580.6346357523562,1.72609,8.87461,57.2767,45.8314,20.1515,0.037208,0.787233,0.0687001,0.310882,0.0462762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,494.61,0,-7684.3468875265953,1.7956,7.86532,55.1559,42.6606,19.4862,0.0344369,0.767391,0.0889867,0.289423,0.0436343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,545.13,0,-7471.7709626831311,1.78971,7.79278,51.5461,42.0078,21.9688,0.0451462,0.887638,0.124894,0.379797,0.0394772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,265.51,0,-7697.5017010361607,1.53973,8.89612,58.8634,44.7527,19.2322,0.0396376,0.812028,0.104075,0.240095,0.047772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,544.12,0,-7856.8019702860902,1.59455,8.71563,58.3879,47.2374,22.8995,0.043053,0.871574,0.05747,0.214094,0.0535606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,592.23,0,-7495.9782040347618,1.58865,8.44602,54.9626,45.5915,18.8133,0.04051,0.838748,0.0821387,0.288052,0.0444964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,355.78,0,-7353.8498420888827,1.51898,8.40685,54.0245,43.2923,19.2649,0.0384368,0.786834,0.105372,0.35642,0.0511486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,1,1,0,0,0,0,0,1,0,0,1,0,2.5,NA,FOCE_I,NA,938.71,0,-7338.4577773891269,1.3496,8.29618,54.6591,46.827,18.9094,0.048151,0.920313,0.0937989,0.245124,0.0455154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,347.78,0,-7368.1362173691450,1.52558,8.68172,62.9633,44.0964,18.1027,0.034323,0.779866,0.0955517,0.243439,0.0468629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,734.79,0,-8144.1828201625995,1.64661,8.93117,65.5035,42.639,20.6819,0.0343085,0.75877,0.100409,0.236898,0.0410565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,1,1,0,0,0,0,0,0,1,1,1,0,NA,NA,FOCE_I,NA,935.75,0,-7206.7811728492034,1.72459,8.07184,48.8379,44.5615,21.4907,0.0400564,0.836974,0.14211,0.432207,0.0515604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,314.31,0,-7492.9140474493734,1.41588,8.52802,57.7831,41.3413,17.6619,0.0440516,0.858882,0.0725256,0.162459,0.0399221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,636.49,0,-7669.4572531290369,1.46266,8.28652,61.5446,41.135,21.1966,0.0468521,0.927316,0.0661903,0.303913,0.0486622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,633.31,0,-7220.8187614740527,1.50101,7.90341,52.4707,44.0045,19.5823,0.0404067,0.81513,0.11761,0.330046,0.0478637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,347.25,0,-7022.1905500852081,1.5859,7.85451,50.7929,40.0698,18.104,0.0367043,0.785766,0.103193,0.279106,0.0485917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,402.79,0,-7494.6055320662090,1.67134,9.22058,59.4531,46.0741,22.5415,0.0418257,0.871156,0.103051,0.223933,0.0468791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,466.66,0,-7425.3637430326371,1.54429,8.6648,59.0718,42.0258,20.2307,0.0397929,0.848383,0.116433,0.266535,0.0403646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,489.3,0,-7646.0709512642607,1.52655,8.69927,64.2273,44.8798,18.7954,0.0367165,0.803319,0.116389,0.319811,0.0488652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,483.22,0,-7506.0772356056059,1.70152,7.89378,51.1995,45.612,22.6653,0.0390584,0.812883,0.107374,0.293775,0.0479528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,377.46,0,-7858.2499896714944,1.62655,8.55563,59.5032,48.3157,23.9193,0.0445261,0.880302,0.085436,0.279206,0.0513394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,960.72,0,-7768.4304356258226,1.5625,8.00181,57.788,43.6648,21.3727,0.0413603,0.825591,0.0911687,0.282836,0.0502494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,623.64,0,-7139.6598747085636,1.73829,7.55783,44.3867,38.7042,20.0094,0.0422931,0.805264,0.119701,0.332154,0.0426781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,429.67,0,-7448.4869973346549,1.5258,8.574,57.7841,48.3069,21.9889,0.0447644,0.886499,0.10621,0.235587,0.0429617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,428.5,0,-7513.1684292270020,1.48476,8.40052,56.812,44.4833,21.2539,0.0455396,0.903796,0.0657173,0.243177,0.0425276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,367.49,0,-7148.6314062751308,1.45365,8.21489,62.1035,42.4353,19.0654,0.0409695,0.872367,0.0859372,0.228945,0.0378189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,1153.65,0,-7451.8557306094281,1.5064,8.80838,55.3384,43.5938,20.4884,0.0375348,0.807256,0.0662449,0.347332,0.0450195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,529.05,0,-7698.9293634700116,1.57693,8.39509,60.2324,41.0808,20.9012,0.039591,0.81837,0.139056,0.352473,0.0403001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,507.92,0,-7933.8854999846144,1.52016,9.43449,65.0115,43.3153,20.2685,0.0402192,0.84528,0.0503436,0.196841,0.0483359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,860.17,0,-7414.5601764320963,1.55696,8.34128,60.2366,45.3785,20.42,0.0444961,0.880327,0.0917414,0.219971,0.0457005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,1,1,0,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,NA,1056.3,0,-7491.0741218064613,1.84464,8.45728,51.826,42.3608,21.1147,0.0373162,0.790114,0.0931445,0.335758,0.052644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,323.09,0,-7921.8103050855761,1.69232,8.94851,60.7135,42.1466,21.402,0.0456163,0.909026,0.0678438,0.224637,0.042183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,455.4,0,-7439.4919060091852,1.51568,8.90519,67.5583,46.337,21.4848,0.0406422,0.865322,0.11855,0.22625,0.0411975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,293.67,0,-7580.4156412108641,1.38988,8.58416,63.4939,42.4999,17.451,0.0450146,0.83316,0.0745875,0.17742,0.0492849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,1,1,0,1,0,0,0,0,0,0,2,0,3.1,NA,FOCE_I,NA,1005.45,0,-7396.9599748973851,1.54754,7.78652,49.3296,41.4562,18.9268,0.0442099,0.839115,0.107744,0.307386,0.0397299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,494.39,0,-7615.5717338827117,1.6769,8.56286,49.1625,44.7674,21.3682,0.0425714,0.828268,0.0608958,0.194581,0.0457329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,346.85,0,-7504.0009489916820,1.66861,7.29578,56.9693,43.2697,19.6757,0.0401577,0.816308,0.0857143,0.269244,0.0508364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,378.06,0,-7951.9486791286827,1.67134,9.02518,56.8999,43.8503,20.5146,0.0430526,0.851713,0.0846285,0.313877,0.0445863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,494.23,0,-7341.7963515082756,1.64315,8.23459,57.3977,41.896,20.1608,0.0525761,0.974596,0.135318,0.268671,0.0387336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,781.84,0,-7423.8764231541909,1.60741,9.00431,52.5902,46.6556,22.5008,0.0487569,0.911006,0.10181,0.195476,0.040961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,315.17,0,-7587.7046897655100,1.64517,8.23559,57.0849,44.485,22.0267,0.0398619,0.835259,0.101913,0.292376,0.0496763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
989,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,424.41,0,-7294.5418454766032,1.60176,9.24684,59.5586,48.9132,21.8906,0.0363979,0.81238,0.0736508,0.268009,0.0515608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,529.34,0,-7082.6780422954535,1.5779,7.76827,43.5943,43.969,20.5789,0.0507141,0.885298,0.0805006,0.220345,0.0475661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,634.57,0,-7727.6049522844869,1.5763,8.90923,56.819,42.21,20.7488,0.0381716,0.821109,0.0660018,0.222848,0.0487682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,782.9,0,-7406.1369559103941,1.59297,8.83428,60.4418,40.5628,18.0959,0.0335896,0.752072,0.101131,0.326413,0.0535644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,526.42,0,-7022.1279853646047,1.73071,8.24482,48.0912,46.1442,19.9468,0.0388074,0.809581,0.08588,0.297877,0.054107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,500.29,0,-7588.2408040506734,1.58655,8.08106,57.8091,37.8102,18.1065,0.0373558,0.782025,0.135793,0.33921,0.0423521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,453.99,0,-6952.7338425077696,1.54835,8.01507,50.5787,45.9333,20.4415,0.0411118,0.821061,0.10503,0.289627,0.0486419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,1020.1,0,-7348.3382745488825,1.71133,7.32931,46.1655,42.3116,19.6693,0.040147,0.820105,0.087432,0.230321,0.0435357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,359.91,0,-7456.4691779111345,1.68287,7.86358,52.9982,46.2851,21.2105,0.0435043,0.849,0.103858,0.250829,0.0461563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,827.67,0,-7480.2861169335411,1.59124,8.79867,62.6685,47.1276,23.4479,0.0458978,0.933617,0.103698,0.298587,0.0466365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,726.86,0,-7484.0158249668857,1.66032,8.52378,58.4719,43.909,21.6814,0.0346179,0.776181,0.0970816,0.319453,0.0491643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
